"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 02, 2017","23,375.90","23,435.20","23,453.30","23,308.40","67.22K","0.28"
"Jun 01, 2017","23,310.15","23,394.10","23,396.15","23,224.05","81.51K","-0.49"
"May 31, 2017","23,424.80","23,321.20","23,469.45","23,248.50","182.92K","0.50"
"May 30, 2017","23,307.25","23,142.10","23,337.15","23,093.95","66.71K","0.54"
"May 29, 2017","23,182.75","23,310.60","23,464.00","23,141.15","60.05K","-0.77"
"May 26, 2017","23,362.20","23,151.40","23,408.35","23,092.35","78.88K","0.74"
"May 25, 2017","23,190.80","22,573.65","23,267.80","22,570.35","132.71K","2.90"
"May 24, 2017","22,536.30","22,624.50","22,673.40","22,469.80","91.99K","-0.21"
"May 23, 2017","22,582.80","22,674.90","22,740.40","22,492.20","114.21K","-0.31"
"May 22, 2017","22,652.85","22,874.80","22,918.35","22,637.75","99.78K","-0.51"
"May 19, 2017","22,769.80","22,761.95","22,902.25","22,628.45","154.94K","0.31"
"May 18, 2017","22,698.60","22,750.45","22,834.55","22,660.20","113.42K","-1.03"
"May 17, 2017","22,935.95","22,972.35","22,978.15","22,830.10","96.26K","0.03"
"May 16, 2017","22,928.60","22,857.60","22,944.10","22,727.65","134.78K","0.47"
"May 15, 2017","22,821.50","22,735.85","22,891.70","22,730.35","74.70K","0.66"
"May 12, 2017","22,671.70","22,840.40","22,859.15","22,578.00","96.40K","-0.64"
"May 11, 2017","22,818.45","22,916.05","22,977.85","22,764.65","78.86K","-0.05"
"May 10, 2017","22,830.35","22,767.75","22,859.40","22,742.05","73.50K","0.54"
"May 09, 2017","22,707.30","22,820.80","22,835.35","22,664.35","81.03K","-0.26"
"May 08, 2017","22,767.35","22,678.45","22,835.15","22,632.50","106.48K","0.72"
"May 05, 2017","22,604.95","22,844.85","22,853.55","22,514.00","255.19K","-0.51"
"May 04, 2017","22,720.10","22,618.30","22,743.70","22,449.90","226.41K","1.85"
"May 03, 2017","22,307.30","22,445.85","22,449.00","22,240.05","130.70K","-0.15"
"May 02, 2017","22,341.35","22,412.55","22,492.15","22,266.15","140.74K","-0.08"
"Apr 28, 2017","22,358.25","22,296.80","22,383.00","22,182.55","167.78K","0.14"
"Apr 27, 2017","22,326.30","22,274.05","22,380.85","22,169.80","166.57K","0.38"
"Apr 26, 2017","22,242.85","22,158.65","22,276.05","21,814.90","133.89K","0.85"
"Apr 25, 2017","22,054.70","21,960.65","22,093.25","21,900.30","88.82K","0.90"
"Apr 24, 2017","21,857.40","21,591.90","21,884.85","21,578.65","84.64K","1.42"
"Apr 21, 2017","21,551.45","21,567.50","21,614.55","21,386.20","77.25K","0.28"
"Apr 20, 2017","21,491.40","21,419.45","21,558.85","21,396.00","100.13K","-0.30"
"Apr 19, 2017","21,556.35","21,674.10","21,706.30","21,470.20","81.45K","-0.53"
"Apr 18, 2017","21,671.85","21,706.05","21,947.00","21,634.15","85.18K","0.11"
"Apr 17, 2017","21,647.60","21,700.50","21,743.30","21,576.75","49.03K","-0.18"
"Apr 13, 2017","21,686.60","21,651.25","21,758.85","21,627.00","71.47K","0.09"
"Apr 12, 2017","21,666.80","21,735.65","21,787.10","21,551.75","78.97K","-0.32"
"Apr 11, 2017","21,736.15","21,521.45","21,753.35","21,483.55","89.43K","1.00"
"Apr 10, 2017","21,520.15","21,492.05","21,552.10","21,396.05","57.49K","0.42"
"Apr 07, 2017","21,431.15","21,536.50","21,616.85","21,397.00","96.29K","-0.89"
"Apr 06, 2017","21,622.95","21,572.70","21,674.00","21,488.90","93.69K","-0.14"
"Apr 05, 2017","21,652.70","21,602.20","21,699.30","21,499.75","84.60K","0.49"
"Apr 03, 2017","21,547.75","21,539.20","21,565.45","21,408.60","61.07K","0.48"
"Mar 31, 2017","21,444.15","21,551.85","21,574.15","21,414.00","103.21K","-0.82"
"Mar 30, 2017","21,620.70","21,374.35","21,696.00","21,331.90","111.13K","1.07"
"Mar 29, 2017","21,391.15","21,291.45","21,418.60","21,255.75","119.20K","0.78"
"Mar 28, 2017","21,225.40","21,229.00","21,264.95","21,145.00","95.26K","0.80"
"Mar 27, 2017","21,056.90","21,178.10","21,179.20","20,979.55","97.62K","-0.31"
"Mar 24, 2017","21,122.55","20,987.60","21,174.10","20,929.15","124.80K","1.09"
"Mar 23, 2017","20,895.50","20,848.75","20,934.75","20,775.35","60.39K","0.55"
"Mar 22, 2017","20,781.35","20,815.35","20,899.00","20,753.90","83.73K","-1.13"
"Mar 21, 2017","21,019.00","21,110.65","21,146.50","20,967.00","72.94K","-0.43"
"Mar 20, 2017","21,110.25","21,202.55","21,202.55","21,084.80","50.38K","-0.31"
"Mar 17, 2017","21,175.05","21,308.45","21,336.05","21,127.95","92.31K","-0.35"
"Mar 16, 2017","21,249.90","21,237.50","21,289.80","21,194.25","73.92K","0.43"
"Mar 15, 2017","21,157.90","21,089.40","21,216.90","21,063.95","75.24K","0.26"
"Mar 14, 2017","21,102.70","21,189.85","21,274.45","21,059.70","98.70K","1.81"
"Mar 10, 2017","20,727.55","20,825.90","20,876.95","20,648.80","53.54K","0.03"
"Mar 09, 2017","20,721.35","20,620.55","20,780.25","20,603.90","59.78K","0.22"
"Mar 08, 2017","20,676.55","20,630.15","20,715.20","20,534.25","63.11K","0.24"
"Mar 07, 2017","20,627.50","20,685.95","20,701.25","20,585.95","47.80K","-0.17"
"Mar 06, 2017","20,663.65","20,548.95","20,727.50","20,532.20","56.09K","0.82"
"Mar 03, 2017","20,495.60","20,572.85","20,580.45","20,423.35","53.18K","-0.31"
"Mar 02, 2017","20,560.05","20,885.00","20,905.00","20,516.90","81.04K","-1.08"
"Mar 01, 2017","20,783.75","20,698.90","20,833.75","20,678.75","75.54K","0.86"
"Feb 28, 2017","20,607.25","20,632.85","20,681.30","20,560.60","76.66K","-0.03"
"Feb 27, 2017","20,613.05","20,853.45","20,853.45","20,584.75","60.50K","-1.26"
"Feb 23, 2017","20,876.65","20,887.65","21,011.90","20,828.40","95.41K","0.04"
"Feb 22, 2017","20,868.45","20,937.60","20,958.25","20,829.65","92.26K","0.04"
"Feb 21, 2017","20,860.95","20,695.90","20,903.35","20,619.25","74.59K","0.89"
"Feb 20, 2017","20,677.10","20,494.85","20,702.60","20,472.40","66.18K","0.61"
"Feb 17, 2017","20,551.35","20,918.45","21,042.35","20,449.65","197.06K","1.52"
"Feb 16, 2017","20,243.70","20,243.25","20,295.55","20,088.20","81.49K","0.40"
"Feb 15, 2017","20,163.70","20,282.10","20,368.20","20,115.85","74.20K","-0.47"
"Feb 14, 2017","20,258.10","20,304.50","20,314.05","20,158.85","69.83K","0.03"
"Feb 13, 2017","20,251.80","20,273.65","20,308.70","20,116.90","108.97K","0.19"
"Feb 10, 2017","20,213.90","20,225.75","20,310.00","20,167.10","117.60K","0.31"
"Feb 09, 2017","20,151.15","20,312.65","20,406.60","20,000.35","107.56K","-0.47"
"Feb 08, 2017","20,245.40","20,335.25","20,362.80","20,070.15","85.90K","-0.40"
"Feb 07, 2017","20,327.25","20,367.30","20,426.95","20,281.50","109.43K","-0.22"
"Feb 06, 2017","20,371.60","20,307.15","20,462.45","20,298.05","99.28K","0.87"
"Feb 03, 2017","20,196.80","20,061.90","20,229.65","20,009.95","113.71K","0.63"
"Feb 02, 2017","20,070.30","20,053.95","20,146.90","19,915.20","116.96K","0.25"
"Feb 01, 2017","20,020.60","19,522.40","20,047.85","19,470.95","145.91K","2.59"
"Jan 31, 2017","19,515.15","19,533.20","19,624.10","19,435.45","67.34K","-0.36"
"Jan 30, 2017","19,585.25","19,718.80","19,767.05","19,561.10","71.18K","-0.62"
"Jan 27, 2017","19,708.30","19,588.40","19,794.95","19,534.90","157.25K","1.21"
"Jan 25, 2017","19,473.20","19,120.05","19,518.45","19,114.15","131.03K","2.36"
"Jan 24, 2017","19,023.50","18,931.00","19,054.30","18,906.95","81.72K","0.96"
"Jan 23, 2017","18,842.70","18,762.00","18,909.65","18,722.85","97.15K","0.12"
"Jan 20, 2017","18,820.80","18,996.60","19,071.65","18,793.05","110.14K","-1.59"
"Jan 19, 2017","19,124.25","19,165.35","19,185.30","19,046.10","83.68K","-0.21"
"Jan 18, 2017","19,164.50","19,074.85","19,276.50","19,072.10","56.90K","0.51"
"Jan 17, 2017","19,067.05","19,128.15","19,202.25","18,981.85","63.69K","-0.15"
"Jan 16, 2017","19,096.45","18,899.70","19,134.50","18,865.25","59.32K","0.97"
"Jan 13, 2017","18,912.10","18,949.70","18,952.25","18,781.25","55.76K","0.20"
"Jan 12, 2017","18,873.95","18,885.45","18,966.30","18,805.85","66.29K","0.23"
"Jan 11, 2017","18,830.00","18,535.35","18,889.45","18,515.25","102.84K","2.28"
"Jan 10, 2017","18,409.60","18,351.45","18,441.15","18,275.75","59.99K","0.67"
"Jan 09, 2017","18,286.65","18,314.25","18,373.10","18,256.15","42.68K","0.12"
"Jan 06, 2017","18,264.00","18,168.45","18,325.50","18,157.30","65.92K","0.82"
"Jan 05, 2017","18,115.95","18,000.75","18,164.05","17,977.80","68.88K","1.26"
"Jan 04, 2017","17,891.00","18,037.45","18,092.85","17,868.90","50.51K","-0.80"
"Jan 03, 2017","18,035.60","18,002.75","18,115.05","17,830.95","64.51K","0.37"
"Jan 02, 2017","17,969.60","18,242.30","18,249.00","17,844.90","74.45K","-1.14"
"Dec 30, 2016","18,177.20","18,026.35","18,245.75","18,016.80","54.35K","0.80"
"Dec 29, 2016","18,033.15","17,861.45","18,053.30","17,829.40","83.31K","0.88"
"Dec 28, 2016","17,876.70","17,929.20","18,059.65","17,829.15","57.50K","-0.02"
"Dec 27, 2016","17,879.55","17,677.70","17,907.35","17,616.10","50.27K","1.27"
"Dec 26, 2016","17,655.55","17,825.50","17,860.85","17,606.90","45.89K","-1.28"
"Dec 23, 2016","17,884.00","17,849.25","17,962.30","17,819.75","53.61K","-0.04"
"Dec 22, 2016","17,891.45","18,027.00","18,029.60","17,839.75","50.28K","-1.07"
"Dec 21, 2016","18,084.50","18,124.60","18,167.15","18,043.95","45.88K","0.08"
"Dec 20, 2016","18,069.40","18,264.10","18,274.90","18,009.80","53.85K","-1.03"
"Dec 19, 2016","18,257.05","18,258.10","18,316.80","18,215.50","37.24K","-0.30"
"Dec 16, 2016","18,312.80","18,417.90","18,428.45","18,268.30","81.87K","-0.48"
"Dec 15, 2016","18,401.15","18,143.50","18,532.00","18,122.10","82.79K","0.33"
"Dec 14, 2016","18,341.50","18,480.35","18,485.45","18,322.90","56.29K","-0.67"
"Dec 13, 2016","18,466.05","18,354.10","18,492.85","18,291.35","54.73K","0.40"
"Dec 12, 2016","18,392.95","18,616.05","18,616.05","18,364.05","53.58K","-1.62"
"Dec 09, 2016","18,695.80","18,567.95","18,739.65","18,432.30","75.65K","0.97"
"Dec 08, 2016","18,515.45","18,342.60","18,558.75","18,336.95","55.66K","1.54"
"Dec 07, 2016","18,234.15","18,515.50","18,588.75","17,952.60","100.89K","-1.01"
"Dec 06, 2016","18,420.90","18,459.70","18,499.75","18,365.95","55.03K","0.07"
"Dec 05, 2016","18,408.90","18,245.00","18,434.25","18,189.50","45.77K","0.88"
"Dec 02, 2016","18,247.65","18,329.40","18,490.50","18,163.80","84.31K","-0.98"
"Dec 01, 2016","18,428.45","18,676.75","18,713.10","18,389.65","62.88K","-1.07"
"Nov 30, 2016","18,627.80","18,306.10","18,667.85","18,262.50","89.14K","2.22"
"Nov 29, 2016","18,223.75","18,308.80","18,427.40","18,188.70","81.51K","-0.42"
"Nov 28, 2016","18,301.45","18,237.20","18,471.65","18,187.40","106.89K","-1.11"
"Nov 25, 2016","18,507.30","18,377.55","18,546.35","18,266.60","81.09K","1.38"
"Nov 24, 2016","18,256.10","18,476.00","18,476.35","18,215.80","120.48K","-1.54"
"Nov 23, 2016","18,540.90","18,660.55","18,669.05","18,449.70","73.80K","-0.04"
"Nov 22, 2016","18,548.65","18,626.70","18,650.50","18,322.70","119.91K","0.55"
"Nov 21, 2016","18,446.40","19,063.80","19,075.95","18,351.25","135.62K","-2.70"
"Nov 18, 2016","18,959.05","19,180.30","19,216.35","18,897.10","79.39K","-0.67"
"Nov 17, 2016","19,087.85","19,115.90","19,328.75","19,009.85","106.73K","-0.11"
"Nov 16, 2016","19,108.10","19,591.25","19,611.90","19,088.40","134.59K","-0.94"
"Nov 15, 2016","19,289.75","19,808.35","19,861.75","19,240.45","208.77K","-2.27"
"Nov 11, 2016","19,738.80","20,033.85","20,309.65","19,704.35","197.93K","-2.28"
"Nov 10, 2016","20,200.25","19,827.50","20,283.15","19,787.45","212.50K","3.49"
"Nov 09, 2016","19,518.25","18,270.90","19,587.80","18,143.70","169.95K","0.09"
"Nov 08, 2016","19,500.80","19,490.75","19,549.45","19,322.15","83.95K","0.75"
"Nov 07, 2016","19,356.00","19,317.85","19,378.00","19,233.00","77.29K","1.56"
"Nov 04, 2016","19,058.10","19,223.85","19,223.90","18,961.15","76.17K","-0.63"
"Nov 03, 2016","19,178.70","19,201.95","19,319.65","19,119.30","65.92K","-0.26"
"Nov 02, 2016","19,227.90","19,223.50","19,296.55","19,158.75","74.37K","-1.19"
"Nov 01, 2016","19,458.60","19,578.60","19,591.65","19,417.30","61.79K","-0.33"
"Oct 30, 2016","19,523.55","19,661.10","19,661.10","19,493.65","8.92K","-0.17"
"Oct 28, 2016","19,555.95","19,507.85","19,589.70","19,362.00","68.88K","0.21"
"Oct 27, 2016","19,514.60","19,452.00","19,544.20","19,252.10","87.65K","0.16"
"Oct 26, 2016","19,483.60","19,581.70","19,725.90","19,434.50","143.83K","-1.77"
"Oct 25, 2016","19,834.90","19,907.70","19,922.70","19,711.95","90.59K","0.14"
"Oct 24, 2016","19,807.90","19,763.85","19,897.85","19,751.65","77.83K","0.49"
"Oct 21, 2016","19,710.90","19,636.40","19,744.00","19,516.40","69.23K","0.27"
"Oct 20, 2016","19,658.70","19,493.90","19,722.85","19,479.25","97.61K","1.27"
"Oct 19, 2016","19,412.10","19,570.05","19,576.30","19,322.75","65.35K","-0.43"
"Oct 18, 2016","19,495.05","19,174.70","19,511.80","19,162.85","104.28K","2.23"
"Oct 17, 2016","19,070.40","19,136.30","19,241.75","19,002.45","123.60K","0.26"
"Oct 14, 2016","19,020.15","19,016.70","19,053.50","18,926.15","61.80K","0.35"
"Oct 13, 2016","18,954.25","19,295.55","19,295.55","18,824.40","95.15K","-2.19"
"Oct 10, 2016","19,378.55","19,489.50","19,501.45","19,351.35","40.91K","-0.11"
"Oct 07, 2016","19,400.10","19,398.05","19,456.00","19,318.00","62.68K","0.03"
"Oct 06, 2016","19,395.05","19,518.55","19,570.70","19,325.80","74.62K","-0.73"
"Oct 05, 2016","19,536.85","19,801.30","19,816.50","19,492.80","91.73K","-0.69"
"Oct 04, 2016","19,672.70","19,641.75","19,747.45","19,527.35","113.39K","0.43"
"Oct 03, 2016","19,589.05","19,395.55","19,611.25","19,363.95","66.41K","1.57"
"Sep 30, 2016","19,285.70","19,116.00","19,330.85","19,085.20","84.25K","0.53"
"Sep 29, 2016","19,183.65","19,762.30","19,793.20","19,059.05","239.44K","-2.39"
"Sep 28, 2016","19,653.55","19,542.00","19,700.00","19,509.65","117.25K","0.69"
"Sep 27, 2016","19,518.70","19,652.95","19,696.45","19,479.15","65.85K","-0.37"
"Sep 26, 2016","19,591.75","19,792.20","19,794.15","19,568.35","73.98K","-1.56"
"Sep 23, 2016","19,901.80","20,136.75","20,137.55","19,861.45","96.85K","-1.03"
"Sep 22, 2016","20,109.60","20,153.10","20,264.80","19,996.90","102.58K","1.42"
"Sep 21, 2016","19,828.45","19,902.70","19,937.85","19,749.95","62.25K","-0.12"
"Sep 20, 2016","19,852.30","19,957.35","19,964.30","19,797.50","55.72K","-0.27"
"Sep 19, 2016","19,906.85","19,892.20","20,014.40","19,849.65","64.69K","0.26"
"Sep 16, 2016","19,855.45","19,935.85","20,227.20","19,783.60","139.01K","0.09"
"Sep 15, 2016","19,837.55","19,927.60","19,955.40","19,730.25","68.39K","-0.36"
"Sep 14, 2016","19,909.15","19,757.05","19,953.15","19,732.15","87.06K","0.60"
"Sep 12, 2016","19,790.60","19,861.45","19,861.45","19,735.55","97.97K","-2.25"
"Sep 09, 2016","20,245.30","20,274.75","20,349.70","20,139.15","99.50K","-0.84"
"Sep 08, 2016","20,417.25","20,439.20","20,477.40","20,335.20","84.15K","0.05"
"Sep 07, 2016","20,406.90","20,505.80","20,575.80","20,376.75","182.17K","-0.09"
"Sep 06, 2016","20,426.20","19,990.95","20,459.45","19,990.95","102.45K","2.73"
"Sep 02, 2016","19,883.20","19,830.35","19,911.25","19,787.60","55.25K","0.48"
"Sep 01, 2016","19,788.85","19,805.80","19,928.20","19,738.30","73.41K","0.01"
"Aug 31, 2016","19,787.60","19,595.90","19,823.40","19,595.90","227.84K","1.31"
"Aug 30, 2016","19,531.55","19,306.50","19,546.35","19,306.50","78.07K","1.64"
"Aug 29, 2016","19,217.00","19,174.45","19,247.85","19,096.70","56.15K","0.11"
"Aug 26, 2016","19,195.75","19,336.45","19,358.00","19,133.90","62.94K","-0.56"
"Aug 25, 2016","19,304.25","19,383.70","19,432.75","19,282.80","91.83K","-0.27"
"Aug 24, 2016","19,355.60","19,358.70","19,392.20","19,284.35","59.39K","0.07"
"Aug 23, 2016","19,341.65","19,311.90","19,372.65","19,246.90","75.74K","0.06"
"Aug 22, 2016","19,330.25","19,432.60","19,493.20","19,252.75","72.77K","-0.43"
"Aug 19, 2016","19,414.70","19,419.00","19,457.40","19,327.20","110.38K","0.32"
"Aug 18, 2016","19,352.80","19,087.20","19,367.45","19,083.00","81.43K","1.64"
"Aug 17, 2016","19,041.25","19,044.55","19,138.35","18,966.35","81.06K","0.21"
"Aug 16, 2016","19,002.15","19,029.10","19,062.20","18,839.40","94.80K","0.20"
"Aug 12, 2016","18,963.70","18,698.30","18,986.80","18,695.50","198.84K","1.73"
"Aug 11, 2016","18,640.40","18,621.00","18,699.20","18,537.10","101.08K","-0.04"
"Aug 10, 2016","18,647.80","18,966.85","18,985.25","18,611.25","77.58K","-1.51"
"Aug 09, 2016","18,933.30","18,968.65","19,008.15","18,838.60","80.28K","-0.03"
"Aug 08, 2016","18,939.45","18,986.75","19,028.70","18,896.00","62.65K","0.07"
"Aug 05, 2016","18,925.95","18,725.20","18,943.15","18,708.25","86.19K","1.91"
"Aug 04, 2016","18,571.70","18,724.90","18,724.90","18,443.65","99.89K","-0.16"
"Aug 03, 2016","18,602.00","18,680.95","18,775.40","18,542.60","79.65K","-0.57"
"Aug 02, 2016","18,708.25","18,783.60","18,866.55","18,671.85","93.80K","-0.17"
"Aug 01, 2016","18,740.60","18,896.50","19,078.50","18,634.40","107.46K","-1.12"
"Jul 29, 2016","18,953.15","19,047.05","19,070.15","18,912.60","84.59K","-0.65"
"Jul 28, 2016","19,076.55","19,050.40","19,126.75","18,998.80","150.82K","0.29"
"Jul 27, 2016","19,021.95","18,908.45","19,125.00","18,882.40","102.76K","0.85"
"Jul 26, 2016","18,860.85","18,979.10","19,044.45","18,814.25","108.82K","-0.68"
"Jul 25, 2016","18,989.60","18,594.95","19,035.35","18,572.10","134.30K","1.60"
"Jul 22, 2016","18,690.40","18,697.80","18,735.40","18,551.30","98.15K","0.09"
"Jul 21, 2016","18,674.30","18,967.40","19,000.30","18,644.55","83.00K","-1.55"
"Jul 20, 2016","18,968.20","18,896.80","19,016.25","18,886.30","76.19K","0.33"
"Jul 19, 2016","18,905.15","18,970.15","19,030.05","18,833.60","119.76K","-0.10"
"Jul 18, 2016","18,923.40","18,998.30","19,158.00","18,885.00","89.84K","-0.16"
"Jul 15, 2016","18,953.65","18,887.90","19,016.10","18,772.45","98.89K","0.48"
"Jul 14, 2016","18,863.75","18,633.50","18,880.90","18,580.20","119.59K","1.31"
"Jul 13, 2016","18,618.95","18,704.90","18,711.60","18,546.25","91.79K","-0.26"
"Jul 12, 2016","18,667.60","18,527.85","18,684.45","18,464.15","119.96K","1.50"
"Jul 11, 2016","18,390.95","18,268.15","18,409.45","18,243.30","95.54K","2.08"
"Jul 08, 2016","18,016.25","18,078.05","18,079.20","17,910.90","71.38K","-0.38"
"Jul 07, 2016","18,084.90","18,036.30","18,146.55","17,997.10","66.11K","0.45"
"Jul 05, 2016","18,004.25","18,122.40","18,124.10","17,989.60","71.76K","-0.52"
"Jul 04, 2016","18,097.65","18,091.75","18,146.35","18,054.80","88.03K","0.62"
"Jul 01, 2016","17,985.65","18,019.70","18,074.95","17,955.30","69.40K","0.28"
"Jun 30, 2016","17,935.40","17,825.30","17,975.05","17,795.90","118.53K","1.39"
"Jun 29, 2016","17,689.90","17,643.65","17,728.95","17,580.50","60.63K","0.73"
"Jun 28, 2016","17,561.55","17,497.00","17,626.70","17,481.50","73.84K","0.27"
"Jun 27, 2016","17,514.95","17,346.30","17,611.20","17,346.30","89.95K","0.51"
"Jun 24, 2016","17,426.05","17,213.85","17,459.20","16,946.35","164.61K","-2.61"
"Jun 23, 2016","17,892.45","17,630.80","17,907.50","17,611.00","71.43K","1.51"
"Jun 22, 2016","17,626.05","17,610.10","17,755.25","17,518.15","68.94K","0.04"
"Jun 21, 2016","17,619.10","17,761.65","17,763.30","17,585.65","73.73K","-0.56"
"Jun 20, 2016","17,718.60","17,425.80","17,779.00","17,425.80","110.67K","0.13"
"Jun 17, 2016","17,696.05","17,772.30","17,843.15","17,590.75","91.95K","0.14"
"Jun 16, 2016","17,671.30","17,827.60","17,827.60","17,545.80","132.63K","-1.38"
"Jun 15, 2016","17,917.90","17,746.05","17,943.65","17,659.60","119.25K","1.39"
"Jun 14, 2016","17,672.40","17,698.95","17,719.85","17,575.95","94.80K","0.45"
"Jun 13, 2016","17,593.95","17,620.55","17,666.55","17,527.55","72.87K","-1.32"
"Jun 10, 2016","17,828.60","17,830.20","18,051.50","17,815.25","94.18K","-0.33"
"Jun 09, 2016","17,887.70","17,955.80","17,986.15","17,801.55","107.53K","-0.33"
"Jun 08, 2016","17,946.80","17,976.25","17,995.80","17,855.20","123.36K","-0.01"
"Jun 07, 2016","17,948.15","17,796.55","18,000.95","17,713.35","167.58K","1.57"
"Jun 06, 2016","17,671.40","17,710.45","17,754.15","17,636.90","81.25K","-0.05"
"Jun 03, 2016","17,680.80","17,657.20","17,762.05","17,649.05","89.37K","0.64"
"Jun 02, 2016","17,567.80","17,405.15","17,596.40","17,350.45","78.34K","0.83"
"Jun 01, 2016","17,423.45","17,670.85","17,670.85","17,392.85","99.17K","-1.12"
"May 31, 2016","17,620.90","17,615.10","17,648.25","17,462.20","115.96K","0.57"
"May 30, 2016","17,520.65","17,580.85","17,666.05","17,484.80","96.75K","0.05"
"May 27, 2016","17,511.80","17,348.35","17,543.30","17,327.65","163.23K","0.88"
"May 26, 2016","17,359.30","17,037.60","17,424.05","16,971.35","134.39K","2.13"
"May 25, 2016","16,997.45","16,600.65","17,025.85","16,599.05","86.51K","3.29"
"May 24, 2016","16,456.65","16,422.35","16,501.05","16,368.60","60.21K","0.30"
"May 23, 2016","16,407.55","16,560.15","16,604.15","16,368.00","69.31K","-0.45"
"May 20, 2016","16,481.45","16,600.80","16,623.20","16,455.40","73.96K","-0.51"
"May 19, 2016","16,565.25","16,725.45","16,726.15","16,535.75","87.52K","-0.98"
"May 18, 2016","16,728.95","16,671.70","16,759.05","16,556.60","130.87K","-0.20"
"May 17, 2016","16,762.75","16,818.40","16,903.35","16,738.70","99.00K","0.15"
"May 16, 2016","16,737.55","16,744.15","16,780.05","16,431.65","126.89K","0.12"
"May 13, 2016","16,716.90","16,891.70","16,891.70","16,594.55","89.06K","-1.22"
"May 12, 2016","16,923.70","16,881.25","16,962.00","16,779.50","86.11K","1.01"
"May 11, 2016","16,754.45","16,544.25","16,861.95","16,518.75","110.39K","-0.18"
"May 10, 2016","16,784.95","16,710.05","16,812.20","16,613.90","82.06K","0.59"
"May 09, 2016","16,686.10","16,357.00","16,712.90","16,357.00","75.76K","2.39"
"May 06, 2016","16,296.60","16,264.45","16,346.25","16,186.25","74.99K","0.10"
"May 05, 2016","16,281.00","16,292.40","16,398.25","16,193.70","90.44K","0.04"
"May 04, 2016","16,274.25","16,320.10","16,465.60","16,250.50","114.51K","-0.70"
"May 03, 2016","16,388.70","16,570.75","16,719.40","16,358.40","90.75K","-0.93"
"May 02, 2016","16,543.00","16,614.00","16,674.15","16,519.55","101.32K","-1.50"
"Apr 29, 2016","16,795.00","16,712.95","16,841.30","16,527.55","138.73K","0.47"
"Apr 28, 2016","16,716.90","16,885.80","17,023.35","16,692.70","136.49K","-0.92"
