"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 30, 2017","9,173.75","9,142.60","9,183.15","9,136.35","333.41K","0.33"
"Mar 29, 2017","9,143.80","9,128.70","9,153.15","9,109.10","250.90K","0.47"
"Mar 28, 2017","9,100.80","9,081.50","9,110.40","9,079.80","188.99K","0.61"
"Mar 27, 2017","9,045.20","9,093.45","9,094.85","9,024.65","209.04K","-0.69"
"Mar 24, 2017","9,108.00","9,104.00","9,133.55","9,089.40","210.02K","0.24"
"Mar 23, 2017","9,086.30","9,048.75","9,099.05","9,048.60","197.71K","0.62"
"Mar 22, 2017","9,030.45","9,047.20","9,072.90","9,019.30","239.46K","-1.00"
"Mar 21, 2017","9,121.50","9,133.95","9,147.75","9,087.20","255.40K","-0.06"
"Mar 20, 2017","9,126.85","9,166.95","9,167.60","9,116.30","342.40K","-0.36"
"Mar 17, 2017","9,160.05","9,207.80","9,218.40","9,147.60","295.55K","0.07"
"Mar 16, 2017","9,153.70","9,129.65","9,158.45","9,128.55","215.10K","0.76"
"Mar 15, 2017","9,084.80","9,086.85","9,106.55","9,075.50","248.03K","-0.02"
"Mar 14, 2017","9,087.00","9,091.65","9,122.75","9,060.50","278.73K","1.71"
"Mar 10, 2017","8,934.55","8,953.70","8,975.70","8,903.95","157.42K","0.08"
"Mar 09, 2017","8,927.00","8,914.50","8,945.80","8,899.50","176.81K","0.03"
"Mar 08, 2017","8,924.30","8,950.70","8,957.05","8,891.95","183.33K","-0.25"
"Mar 07, 2017","8,946.90","8,977.75","8,977.85","8,932.80","178.83K","-0.18"
"Mar 06, 2017","8,963.45","8,915.10","8,967.80","8,914.00","180.20K","0.74"
"Mar 03, 2017","8,897.55","8,883.50","8,907.10","8,860.10","208.92K","-0.02"
"Mar 02, 2017","8,899.75","8,982.85","8,992.50","8,879.80","225.61K","-0.51"
"Mar 01, 2017","8,945.80","8,904.40","8,960.80","8,898.60","212.33K","0.75"
"Feb 28, 2017","8,879.60","8,898.95","8,914.75","8,867.60","302.72K","-0.19"
"Feb 27, 2017","8,896.70","8,943.70","8,951.80","8,888.65","195.85K","-0.48"
"Feb 23, 2017","8,939.50","8,956.40","8,982.15","8,927.55","388.87K","0.14"
"Feb 22, 2017","8,926.90","8,931.60","8,960.75","8,905.25","254.68K","0.21"
"Feb 21, 2017","8,907.85","8,890.75","8,920.80","8,860.95","181.09K","0.32"
"Feb 20, 2017","8,879.20","8,818.55","8,886.25","8,809.80","173.02K","0.65"
"Feb 17, 2017","8,821.70","8,883.70","8,896.45","8,804.25","307.53K","0.50"
"Feb 16, 2017","8,778.00","8,739.00","8,783.95","8,719.60","190.28K","0.61"
"Feb 15, 2017","8,724.70","8,778.95","8,807.90","8,712.85","222.83K","-0.77"
"Feb 14, 2017","8,792.30","8,819.90","8,820.45","8,772.50","194.13K","-0.14"
"Feb 13, 2017","8,805.05","8,819.80","8,826.90","8,754.20","211.18K","0.13"
"Feb 10, 2017","8,793.55","8,812.35","8,822.10","8,771.20","232.95K","0.17"
"Feb 09, 2017","8,778.40","8,795.55","8,821.40","8,724.10","193.28K","0.11"
"Feb 08, 2017","8,769.05","8,774.55","8,791.25","8,715.00","225.49K","0.01"
"Feb 07, 2017","8,768.30","8,805.70","8,809.30","8,741.05","233.30K","-0.37"
"Feb 06, 2017","8,801.05","8,785.45","8,814.10","8,770.20","200.40K","0.69"
"Feb 03, 2017","8,740.95","8,735.15","8,748.25","8,707.75","196.94K","0.08"
"Feb 02, 2017","8,734.25","8,724.75","8,757.60","8,685.80","292.33K","0.20"
"Feb 01, 2017","8,716.40","8,570.35","8,722.40","8,537.50","337.80K","1.81"
"Jan 31, 2017","8,561.30","8,629.45","8,631.75","8,552.40","537.11K","-0.83"
"Jan 30, 2017","8,632.75","8,635.55","8,662.60","8,617.75","314.11K","-0.10"
"Jan 27, 2017","8,641.25","8,610.50","8,672.70","8,606.90","283.91K","0.45"
"Jan 25, 2017","8,602.75","8,499.45","8,612.60","8,493.95","301.49K","1.50"
"Jan 24, 2017","8,475.80","8,407.05","8,480.95","8,398.15","184.75K","1.00"
"Jan 23, 2017","8,391.50","8,329.60","8,404.15","8,327.20","200.99K","0.50"
"Jan 20, 2017","8,349.35","8,404.35","8,423.65","8,340.95","208.90K","-1.02"
"Jan 19, 2017","8,435.10","8,418.40","8,445.15","8,404.05","170.96K","0.22"
"Jan 18, 2017","8,417.00","8,403.85","8,460.30","8,397.40","168.87K","0.23"
"Jan 17, 2017","8,398.00","8,415.05","8,440.90","8,378.30","125.78K","-0.18"
"Jan 16, 2017","8,412.80","8,390.95","8,426.70","8,374.40","127.94K","0.15"
"Jan 13, 2017","8,400.35","8,457.65","8,461.05","8,373.15","190.95K","-0.08"
"Jan 12, 2017","8,407.20","8,391.05","8,417.20","8,382.30","177.95K","0.32"
"Jan 11, 2017","8,380.65","8,327.80","8,389.00","8,322.25","192.29K","1.11"
"Jan 10, 2017","8,288.60","8,262.70","8,293.80","8,261.00","147.31K","0.64"
"Jan 09, 2017","8,236.05","8,259.35","8,263.00","8,227.75","102.21K","-0.09"
"Jan 06, 2017","8,243.80","8,281.85","8,306.85","8,233.25","143.69K","-0.36"
"Jan 05, 2017","8,273.80","8,226.65","8,282.65","8,223.70","163.96K","1.02"
"Jan 04, 2017","8,190.50","8,202.65","8,218.50","8,180.90","136.48K","-0.02"
"Jan 03, 2017","8,192.25","8,196.05","8,219.10","8,148.60","131.19K","0.16"
"Jan 02, 2017","8,179.50","8,210.10","8,212.00","8,133.80","122.02K","-0.08"
"Dec 30, 2016","8,185.80","8,119.65","8,197.00","8,114.75","131.46K","1.01"
"Dec 29, 2016","8,103.60","8,030.60","8,111.10","8,020.80","183.98K","0.86"
"Dec 28, 2016","8,034.85","8,047.55","8,100.55","8,028.40","130.58K","0.02"
"Dec 27, 2016","8,032.85","7,915.05","8,044.65","7,903.70","122.46K","1.58"
"Dec 26, 2016","7,908.25","7,965.10","7,970.05","7,893.80","110.17K","-0.97"
"Dec 23, 2016","7,985.75","7,972.50","8,022.60","7,942.05","127.92K","0.08"
"Dec 22, 2016","7,979.10","8,043.85","8,046.45","7,964.95","126.41K","-1.02"
"Dec 21, 2016","8,061.30","8,105.85","8,112.55","8,053.25","127.54K","-0.26"
"Dec 20, 2016","8,082.40","8,110.60","8,124.10","8,062.75","132.03K","-0.27"
"Dec 19, 2016","8,104.35","8,126.00","8,132.50","8,094.85","110.67K","-0.43"
"Dec 16, 2016","8,139.45","8,178.20","8,178.70","8,127.45","209.27K","-0.17"
"Dec 15, 2016","8,153.60","8,128.40","8,225.90","8,121.95","187.43K","-0.35"
"Dec 14, 2016","8,182.45","8,229.35","8,229.40","8,165.10","149.13K","-0.48"
"Dec 13, 2016","8,221.80","8,196.15","8,228.85","8,155.80","189.74K","0.62"
"Dec 12, 2016","8,170.80","8,230.65","8,230.65","8,154.45","111.43K","-1.10"
"Dec 09, 2016","8,261.75","8,271.70","8,274.95","8,241.95","154.35K","0.18"
"Dec 08, 2016","8,246.85","8,152.10","8,256.25","8,151.75","146.86K","1.79"
"Dec 07, 2016","8,102.05","8,168.40","8,190.45","8,077.50","175.02K","-0.50"
"Dec 06, 2016","8,143.15","8,153.15","8,178.70","8,130.85","118.85K","0.18"
"Dec 05, 2016","8,128.75","8,088.75","8,141.90","8,056.85","130.44K","0.52"
"Dec 02, 2016","8,086.80","8,153.55","8,159.30","8,070.05","176.77K","-1.30"
"Dec 01, 2016","8,192.90","8,244.00","8,250.80","8,185.05","162.60K","-0.38"
"Nov 30, 2016","8,224.50","8,172.15","8,234.25","8,139.25","255.73K","1.01"
"Nov 29, 2016","8,142.15","8,131.55","8,197.35","8,128.70","195.62K","0.19"
"Nov 28, 2016","8,126.90","8,080.65","8,146.50","8,066.50","195.60K","0.16"
"Nov 25, 2016","8,114.30","8,007.95","8,122.25","7,976.75","183.36K","1.87"
"Nov 24, 2016","7,965.50","8,011.80","8,024.85","7,952.55","268.62K","-0.84"
"Nov 23, 2016","8,033.30","8,051.20","8,055.20","7,973.10","186.60K","0.39"
"Nov 22, 2016","8,002.30","7,989.15","8,019.05","7,938.15","216.68K","0.92"
"Nov 21, 2016","7,929.10","8,102.10","8,102.45","7,916.40","225.61K","-1.80"
"Nov 18, 2016","8,074.10","8,097.55","8,128.95","8,048.30","166.20K","-0.07"
"Nov 17, 2016","8,079.95","8,105.10","8,151.25","8,060.30","197.18K","-0.39"
"Nov 16, 2016","8,111.60","8,205.65","8,210.05","8,089.40","277.80K","0.04"
"Nov 15, 2016","8,108.45","8,284.85","8,288.55","8,093.20","370.30K","-2.26"
"Nov 11, 2016","8,296.30","8,456.65","8,460.60","8,284.95","275.22K","-2.69"
"Nov 10, 2016","8,525.75","8,555.60","8,598.45","8,510.70","271.20K","1.11"
"Nov 09, 2016","8,432.00","8,067.50","8,476.20","8,002.25","323.97K","-1.31"
"Nov 08, 2016","8,543.55","8,540.00","8,559.40","8,480.10","201.76K","0.55"
"Nov 07, 2016","8,497.05","8,535.75","8,535.85","8,481.45","178.07K","0.75"
"Nov 04, 2016","8,433.75","8,503.60","8,504.00","8,400.25","231.78K","-0.60"
"Nov 03, 2016","8,484.95","8,499.85","8,537.65","8,476.15","175.77K","-0.34"
"Nov 02, 2016","8,514.00","8,542.80","8,549.50","8,504.85","160.13K","-1.30"
"Nov 01, 2016","8,626.25","8,653.15","8,669.60","8,614.50","170.07K","0.01"
"Oct 30, 2016","8,625.70","8,674.65","8,674.65","8,616.65","16.58K","-0.14"
"Oct 28, 2016","8,638.00","8,625.00","8,653.75","8,581.75","180.91K","0.26"
"Oct 27, 2016","8,615.25","8,607.10","8,624.85","8,550.25","250.34K","0.00"
"Oct 26, 2016","8,615.25","8,657.30","8,657.30","8,596.60","226.13K","-0.88"
"Oct 25, 2016","8,691.30","8,721.70","8,722.65","8,663.45","195.70K","-0.20"
"Oct 24, 2016","8,708.95","8,709.85","8,736.95","8,684.15","161.97K","0.18"
"Oct 21, 2016","8,693.05","8,708.60","8,709.10","8,652.05","162.16K","-0.07"
"Oct 20, 2016","8,699.40","8,693.35","8,727.00","8,678.30","165.95K","0.47"
"Oct 19, 2016","8,659.10","8,697.50","8,698.75","8,636.70","177.40K","-0.22"
"Oct 18, 2016","8,677.90","8,556.05","8,685.10","8,555.90","216.63K","1.85"
"Oct 17, 2016","8,520.40","8,612.95","8,615.40","8,506.15","203.52K","-0.73"
"Oct 14, 2016","8,583.40","8,594.00","8,604.45","8,549.80","167.85K","0.12"
"Oct 13, 2016","8,573.35","8,671.50","8,681.55","8,541.35","218.86K","-1.56"
"Oct 10, 2016","8,708.80","8,735.35","8,745.80","8,703.95","111.79K","0.13"
"Oct 07, 2016","8,697.60","8,721.70","8,723.70","8,663.80","155.05K","-0.14"
"Oct 06, 2016","8,709.55","8,768.70","8,781.15","8,684.65","168.71K","-0.39"
"Oct 05, 2016","8,743.95","8,806.35","8,806.95","8,731.40","162.10K","-0.29"
"Oct 04, 2016","8,769.15","8,770.00","8,783.65","8,736.10","189.99K","0.36"
"Oct 03, 2016","8,738.10","8,666.15","8,745.20","8,635.00","141.47K","1.47"
"Sep 30, 2016","8,611.15","8,581.50","8,637.15","8,555.20","187.33K","0.23"
"Sep 29, 2016","8,591.25","8,792.70","8,800.65","8,558.25","384.40K","-1.76"
"Sep 28, 2016","8,745.15","8,711.20","8,767.05","8,703.15","170.64K","0.45"
"Sep 27, 2016","8,706.40","8,748.90","8,768.50","8,690.50","156.10K","-0.19"
"Sep 26, 2016","8,723.05","8,807.90","8,809.55","8,715.10","169.05K","-1.23"
"Sep 23, 2016","8,831.55","8,880.75","8,885.20","8,820.30","191.62K","-0.40"
"Sep 22, 2016","8,867.45","8,873.35","8,893.35","8,837.80","178.14K","1.03"
"Sep 21, 2016","8,777.15","8,790.30","8,826.85","8,757.30","153.44K","0.01"
"Sep 20, 2016","8,775.90","8,816.10","8,816.45","8,759.30","140.72K","-0.37"
"Sep 19, 2016","8,808.40","8,788.45","8,824.30","8,774.20","135.81K","0.33"
"Sep 16, 2016","8,779.85","8,780.85","8,847.65","8,750.50","274.04K","0.43"
"Sep 15, 2016","8,742.55","8,743.85","8,751.95","8,704.35","149.89K","0.18"
"Sep 14, 2016","8,726.60","8,710.65","8,739.85","8,688.90","189.98K","0.13"
"Sep 12, 2016","8,715.60","8,732.95","8,746.95","8,699.40","190.20K","-1.70"
"Sep 09, 2016","8,866.70","8,934.30","8,939.15","8,858.70","181.34K","-0.96"
"Sep 08, 2016","8,952.50","8,915.50","8,960.35","8,896.00","223.94K","0.39"
"Sep 07, 2016","8,917.95","8,968.70","8,968.70","8,913.35","299.15K","-0.28"
"Sep 06, 2016","8,943.00","8,852.70","8,950.85","8,848.45","201.62K","1.51"
"Sep 02, 2016","8,809.65","8,796.35","8,824.10","8,768.20","197.39K","0.40"
"Sep 01, 2016","8,774.65","8,793.60","8,813.25","8,759.95","246.34K","-0.13"
"Aug 31, 2016","8,786.20","8,754.05","8,819.20","8,754.05","373.42K","0.48"
"Aug 30, 2016","8,744.35","8,646.75","8,750.60","8,642.25","154.83K","1.59"
"Aug 29, 2016","8,607.45","8,583.75","8,622.00","8,543.75","133.72K","0.41"
"Aug 26, 2016","8,572.55","8,614.35","8,622.95","8,547.55","152.15K","-0.23"
"Aug 25, 2016","8,592.20","8,668.85","8,683.05","8,583.65","219.74K","-0.67"
"Aug 24, 2016","8,650.30","8,648.50","8,661.05","8,620.90","154.17K","0.21"
"Aug 23, 2016","8,632.60","8,628.35","8,642.15","8,580.00","193.30K","0.04"
"Aug 22, 2016","8,629.15","8,667.00","8,684.85","8,614.00","156.98K","-0.44"
"Aug 19, 2016","8,666.90","8,694.30","8,696.60","8,647.10","197.77K","-0.07"
"Aug 18, 2016","8,673.25","8,648.85","8,690.70","8,645.05","169.43K","0.57"
"Aug 17, 2016","8,624.05","8,639.80","8,667.10","8,603.60","179.54K","-0.21"
"Aug 16, 2016","8,642.55","8,670.25","8,682.35","8,600.45","231.77K","-0.34"
"Aug 12, 2016","8,672.15","8,605.45","8,684.30","8,604.45","272.01K","0.93"
"Aug 11, 2016","8,592.15","8,572.80","8,601.15","8,540.05","195.12K","0.20"
"Aug 10, 2016","8,575.30","8,686.70","8,690.10","8,564.60","178.96K","-1.19"
"Aug 09, 2016","8,678.25","8,727.80","8,728.35","8,638.20","206.26K","-0.38"
"Aug 08, 2016","8,711.35","8,712.85","8,723.50","8,697.60","177.88K","0.32"
"Aug 05, 2016","8,683.15","8,600.20","8,689.40","8,590.15","162.79K","1.54"
"Aug 04, 2016","8,551.10","8,599.95","8,601.40","8,518.15","169.78K","0.07"
"Aug 03, 2016","8,544.85","8,635.20","8,635.45","8,529.60","168.03K","-0.91"
"Aug 02, 2016","8,622.90","8,647.45","8,687.20","8,611.40","174.56K","-0.16"
"Aug 01, 2016","8,636.55","8,654.30","8,711.30","8,590.50","194.19K","-0.02"
"Jul 29, 2016","8,638.50","8,668.30","8,670.35","8,631.15","161.94K","-0.32"
"Jul 28, 2016","8,666.30","8,636.95","8,674.70","8,625.25","240.72K","0.59"
"Jul 27, 2016","8,615.80","8,599.40","8,665.00","8,572.05","189.80K","0.29"
"Jul 26, 2016","8,590.65","8,633.75","8,644.90","8,577.15","159.56K","-0.52"
"Jul 25, 2016","8,635.65","8,519.95","8,641.15","8,517.20","154.63K","1.11"
"Jul 22, 2016","8,541.20","8,519.65","8,548.95","8,489.80","147.62K","0.37"
"Jul 21, 2016","8,510.10","8,582.70","8,585.25","8,503.45","154.58K","-0.65"
"Jul 20, 2016","8,565.85","8,515.45","8,569.90","8,512.55","165.35K","0.44"
"Jul 19, 2016","8,528.55","8,514.30","8,540.05","8,476.70","173.05K","0.23"
"Jul 18, 2016","8,508.70","8,564.05","8,587.10","8,494.35","169.40K","-0.38"
"Jul 15, 2016","8,541.40","8,565.45","8,594.80","8,510.05","228.60K","-0.28"
"Jul 14, 2016","8,565.00","8,515.75","8,571.40","8,500.70","158.74K","0.53"
"Jul 13, 2016","8,519.50","8,540.45","8,550.25","8,493.55","201.49K","-0.02"
"Jul 12, 2016","8,521.05","8,502.60","8,526.60","8,479.20","189.34K","0.63"
"Jul 11, 2016","8,467.90","8,413.35","8,475.25","8,407.05","154.40K","1.74"
"Jul 08, 2016","8,323.20","8,350.00","8,353.30","8,287.55","142.16K","-0.18"
"Jul 07, 2016","8,337.90","8,342.00","8,361.95","8,317.70","160.33K","0.02"
"Jul 05, 2016","8,335.95","8,379.30","8,381.45","8,319.95","143.25K","-0.42"
"Jul 04, 2016","8,370.70","8,376.75","8,398.45","8,364.70","158.96K","0.51"
"Jul 01, 2016","8,328.35","8,313.05","8,356.75","8,308.65","170.58K","0.49"
"Jun 30, 2016","8,287.75","8,260.25","8,308.15","8,242.10","288.03K","1.02"
"Jun 29, 2016","8,204.00","8,173.10","8,212.40","8,157.65","151.50K","0.94"
"Jun 28, 2016","8,127.85","8,096.05","8,146.35","8,086.85","175.72K","0.41"
"Jun 27, 2016","8,094.70","8,039.35","8,120.65","8,039.35","167.46K","0.08"
"Jun 24, 2016","8,088.60","8,029.10","8,100.70","7,927.05","306.80K","-2.20"
"Jun 23, 2016","8,270.45","8,201.15","8,285.60","8,188.30","158.85K","0.81"
"Jun 22, 2016","8,203.70","8,213.65","8,238.35","8,153.25","140.27K","-0.20"
"Jun 21, 2016","8,219.90","8,255.40","8,257.25","8,202.15","141.16K","-0.23"
"Jun 20, 2016","8,238.50","8,115.75","8,244.15","8,107.35","173.75K","0.84"
"Jun 17, 2016","8,170.20","8,176.65","8,195.25","8,135.80","171.84K","0.36"
"Jun 16, 2016","8,140.75","8,180.65","8,180.65","8,074.45","195.03K","-0.80"
"Jun 15, 2016","8,206.60","8,139.40","8,213.20","8,123.15","174.95K","1.21"
"Jun 14, 2016","8,108.85","8,134.40","8,134.95","8,069.50","150.04K","-0.02"
"Jun 13, 2016","8,110.60","8,102.25","8,125.25","8,063.90","174.92K","-0.73"
"Jun 10, 2016","8,170.05","8,180.25","8,265.60","8,162.85","187.76K","-0.41"
"Jun 09, 2016","8,203.60","8,273.35","8,273.35","8,184.60","180.29K","-0.84"
"Jun 08, 2016","8,273.05","8,285.50","8,288.90","8,252.05","179.71K","0.08"
"Jun 07, 2016","8,266.45","8,235.55","8,294.95","8,216.40","249.37K","0.80"
"Jun 06, 2016","8,201.05","8,228.75","8,234.70","8,186.05","176.89K","-0.24"
"Jun 03, 2016","8,220.80","8,246.20","8,262.00","8,209.85","390.65K","0.02"
"Jun 02, 2016","8,218.95","8,156.90","8,229.50","8,154.75","187.32K","0.48"
"Jun 01, 2016","8,179.95","8,179.20","8,215.35","8,171.05","200.37K","0.24"
"May 31, 2016","8,160.10","8,209.85","8,213.60","8,134.30","485.65K","-0.22"
"May 30, 2016","8,178.50","8,166.50","8,200.00","8,150.80","255.09K","0.27"
"May 27, 2016","8,156.65","8,081.95","8,164.20","8,077.05","268.96K","1.08"
"May 26, 2016","8,069.65","7,974.45","8,083.00","7,948.50","272.46K","1.70"
"May 25, 2016","7,934.90","7,811.80","7,941.20","7,809.30","181.64K","2.40"
"May 24, 2016","7,748.85","7,738.05","7,761.55","7,715.80","151.54K","0.23"
"May 23, 2016","7,731.05","7,813.95","7,820.60","7,722.20","177.35K","-0.24"
"May 20, 2016","7,749.70","7,792.20","7,812.40","7,735.75","161.89K","-0.43"
"May 19, 2016","7,783.40","7,875.50","7,876.20","7,766.80","175.71K","-1.10"
"May 18, 2016","7,870.15","7,846.75","7,882.05","7,810.75","161.17K","-0.26"
"May 17, 2016","7,890.75","7,896.85","7,940.10","7,879.70","189.14K","0.38"
"May 16, 2016","7,860.75","7,831.20","7,873.90","7,772.15","211.55K","0.59"
"May 13, 2016","7,814.90","7,881.00","7,881.00","7,784.20","185.06K","-1.08"
"May 12, 2016","7,900.40","7,871.45","7,916.05","7,849.65","157.45K","0.66"
"May 11, 2016","7,848.85","7,804.65","7,893.10","7,780.90","220.71K","-0.49"
"May 10, 2016","7,887.80","7,873.55","7,896.90","7,837.70","166.96K","0.28"
"May 09, 2016","7,866.05","7,755.25","7,873.65","7,753.55","165.62K","1.71"
"May 06, 2016","7,733.45","7,717.65","7,738.90","7,678.35","168.66K","-0.03"
"May 05, 2016","7,735.50","7,731.00","7,777.55","7,706.85","190.79K","0.38"
"May 04, 2016","7,706.55","7,724.15","7,749.00","7,697.25","205.94K","-0.52"
"May 03, 2016","7,747.00","7,824.80","7,890.25","7,735.15","192.27K","-0.75"
"May 02, 2016","7,805.90","7,822.70","7,829.80","7,777.30","150.82K","-0.56"
